정류장 번호,관리번호,정류장명,정류장명(영어),경도,위도,데이터기준일
1586,250001940,원창리입구,Wonchang-ri Entrance,127.7605 ,37.8261 ,2025-02-12
1587,250001941,원창고개정상,Top of Wonchang Pass,127.7687 ,37.8102 ,2025-02-12
1588,250001942,원창고개,Wonchang Pass,127.7593 ,37.8160 ,2025-02-12
1589,250001943,원창고개정상,Top of Wonchang Pass,127.7687 ,37.8100 ,2025-02-12
1590,250001944,원창고개,Wonchang Pass,127.7596 ,37.8155 ,2025-02-12
1591,250001945,원창5리,Wonchang 5(o)-ri,127.7644 ,37.7807 ,2025-02-12
1592,250001946,원창5리,Wonchang 5(o)-ri,127.7645 ,37.7809 ,2025-02-12
1593,250001947,원창4리,Wonchang 4(sa)-ri,127.7702 ,37.8096 ,2025-02-12
1594,250001948,원창3리,Wonchang 3(sam)-ri,127.7642 ,37.7894 ,2025-02-12
1595,250001949,원창3리,Wonchang 3(sam)-ri,127.7640 ,37.7894 ,2025-02-12
1596,250001950,원창2리,Wonchang 2(i)-ri,127.7737 ,37.8034 ,2025-02-12
1597,250001951,폴리텍대학,Korea Polytechnics,127.7738 ,37.7973 ,2025-02-12
1598,250001952,폴리텍대학,Korea Polytechnics,127.7741 ,37.7976 ,2025-02-12
1599,250001953,원창2리,Wonchang 2(i)-ri,127.7737 ,37.8038 ,2025-02-12
1600,250001954,원창1리,Wonchang 1(il)-ri,127.7500 ,37.7884 ,2025-02-12
1601,250001955,원창1리,Wonchang 1(il)-ri,127.7501 ,37.7883 ,2025-02-12
1602,250001956,봉명리,bongmyeong-ri,127.7818 ,37.7664 ,2025-02-12
1603,250027138,원무골,Wonmugol,127.7670 ,37.7666 ,2025-02-12
1604,250001958,웃골1리,Utgol 1(il)-ri,127.6943 ,37.9509 ,2025-02-12
1605,250001959,웃골1리,Utgol 1(il)-ri,127.6942 ,37.9508 ,2025-02-12
1606,265000757,용산1리종점,Yongsan 1(il)-ri Terminus,127.7171 ,37.9484 ,2025-02-12
1607,250001961,강원대동문앞,Kangwon National University East Entrance Front,127.7506 ,37.8661 ,2025-02-12
1608,250001962,우석초교,Wooseok Elementary School,127.7502 ,37.8650 ,2025-02-12
1609,250001963,우석초교,Wooseok Elementary School,127.7511 ,37.8647 ,2025-02-12
1610,250001964,그랜드A,Grand Apartment,127.7560 ,37.8669 ,2025-02-12
1611,250001965,용산치안센터,Yongsan Police Patrol,127.6713 ,37.9682 ,2025-02-12
1612,250001966,용산3리,Yongsan 3(sam)-ri,127.7073 ,37.9457 ,2025-02-12
1613,250001967,용산3리,Yongsan 3(sam)-ri,127.7076 ,37.9452 ,2025-02-12
1614,250001968,용산2리취수장,Yongsan 2(i)-ri Water Intake Plant,127.7006 ,37.9501 ,2025-02-12
1615,250001969,용산2리취수장,Yongsan 2(i)-ri Water Intake Plant,127.7011 ,37.9496 ,2025-02-12
1616,250001970,한강수력본부,Hangang Hydro Power Site,127.6790 ,37.9626 ,2025-02-12
1617,250001971,한강수력본부,Hangang Hydro Power Site,127.6787 ,37.9626 ,2025-02-12
1618,250027145,용산1리종점,Yongsan 1(il)-ri Terminus,127.7172 ,37.9483 ,2025-02-12
1619,250001973,용산1리,Yongsan 1(il)-ri,127.7107 ,37.9428 ,2025-02-12
1620,250001974,용산1리,Yongsan 1(il)-ri,127.7104 ,37.9428 ,2025-02-12
1621,250001975,왕터연수원,Wangter Training Center,127.5605 ,37.7312 ,2025-02-12
1622,250001976,왕터연수원,Wangter Training Center,127.5606 ,37.7312 ,2025-02-12
1623,250001978,올미종점,Olmi Terminus,127.7375 ,37.9263 ,2025-02-12
1624,250001979,올미입구,Olmi Entrance,127.7364 ,37.9222 ,2025-02-12
1625,250001980,올미입구,Olmi Entrance,127.7365 ,37.9224 ,2025-02-12
1626,265000744,화물공영차고지,Freight Public Garage,127.7628 ,37.8218 ,2025-02-12
1627,250001982,여우고개,Yeou Pass,127.7385 ,37.9214 ,2025-02-12
1628,250001983,온의사거리,Onui Sageori,127.7214 ,37.8658 ,2025-02-12
1629,250001984,풍물시장,Folk Flea Market,127.7174 ,37.8674 ,2025-02-12
1630,250001985,럭키A,Lucky Apartment,127.7183 ,37.8665 ,2025-02-12
1631,250001986,미소지움/방송대,Miso Zium APT / Korea National Open University,127.7202 ,37.8733 ,2025-02-12
1632,250001987,모아엘가A,Korea National Open University Entrance,127.7219 ,37.8729 ,2025-02-12
1633,250001988,온의금호1차,Onui Kumho 1(il)-cha Apartment,127.7162 ,37.8689 ,2025-02-12
1634,250001989,온의금호1차,Onui Kumho 1(il)-cha Apartment,127.7159 ,37.8687 ,2025-02-12
1635,250001990,옥광산입구,Jade Mine Entrance,127.7829 ,37.9165 ,2025-02-12
1636,250001991,지내1리(옥광산입구),Jinae 1(il)-ri (Jade Mine Entrance),127.7824 ,37.9162 ,2025-02-12
1637,250001992,오항리종점,Ohang-ri Terminus,127.9045 ,37.9775 ,2025-02-12
1638,250001993,오탄2리종점,Otan 2(i)-ri Terminus,127.5817 ,38.0526 ,2025-02-12
1639,250001994,오탄1리,Otan 1(il)-ri,127.6276 ,38.0412 ,2025-02-12
1640,250001995,오탄1리,Otan 1(il)-ri,127.6272 ,38.0412 ,2025-02-12
1641,250001996,오탄3리종점,Otan 3(sam)-ri Terminus,127.6010 ,38.0417 ,2025-02-12
1642,250001997,오탄2리,Otan 2(i)-ri,127.5952 ,38.0540 ,2025-02-12
1643,250001998,오탄2리,Otan 2(i)-ri,127.5953 ,38.0542 ,2025-02-12
1644,250001999,오탄1리,Otan 1(il)-ri,127.6218 ,38.0429 ,2025-02-12
1645,250002000,오탄1리,Otan 1(il)-ri,127.6221 ,38.0426 ,2025-02-12
1646,265000734,월곡리3반,Wolgok-ri 3(sam)-ban,127.8039 ,37.9289 ,2025-02-12
1647,265000733,월곡리3반,Wolgok-ri 3(sam)-ban,127.8045 ,37.9286 ,2025-02-12
1648,250002003,오월유원지,Owol Recreation Area,127.6420 ,37.9801 ,2025-02-12
1649,250002004,오월유원지,Owol Recreation Area,127.6422 ,37.9801 ,2025-02-12
1650,250002005,오월리종점,Owol-ri Terminus,127.6252 ,37.9663 ,2025-02-12
1651,250002006,오월리입구,Owol-ri Entrance,127.6556 ,37.9787 ,2025-02-12
1652,250002007,오월리입구,Owol-ri Entrance,127.6556 ,37.9785 ,2025-02-12
1653,250002008,오월교입구,Owolgyo Entrance,127.6446 ,37.9834 ,2025-02-12
1654,250002009,오봉마을,Obong Village,127.7155 ,37.7874 ,2025-02-12
1655,250002010,오봉마을,Obong Village,127.7149 ,37.7869 ,2025-02-12
1656,265000745,화물공영차고지,Freight Public Garage,127.7625 ,37.8220 ,2025-02-12
1657,250002012,오동초등학교,Odong Elementary School,127.7556 ,37.9506 ,2025-02-12
1658,250002015,여성가족연구원,Women,127.7486 ,37.8562 ,2025-02-12
1659,250002016,여성가족연구원,Women,127.7487 ,37.8558 ,2025-02-12
1660,250002017,퇴계주공6단지,Toegye Jugong 6(yuk)-danji Complex,127.7430 ,37.8513 ,2025-02-12
1661,250002018,현진에버빌1차,Hyunjin Evervill 1(il)-cha Apartment,127.7476 ,37.8504 ,2025-02-12
1662,250002020,상상마당입구,Sangsangmadang Entrance,127.7011 ,37.8718 ,2025-02-12
1663,250002021,상상마당입구,Sangsangmadang Entrance,127.7016 ,37.8715 ,2025-02-12
1664,250002022,양통종점,Yangtong Terminus,127.7378 ,38.0019 ,2025-02-12
1665,250002023,양우A,Yangwoo Apartment,127.7305 ,37.8683 ,2025-02-12
1666,250002024,양우A,Yangwoo Apartment,127.7316 ,37.8680 ,2025-02-12
1667,250002025,창촌3리(양단이),Changchon 3(sam)-ri (Yangdani),127.6343 ,37.7667 ,2025-02-12
1668,250002026,창촌3리(양단이),Changchon 3(sam)-ri (Yangdani),127.6337 ,37.7664 ,2025-02-12
1669,250002027,약사롯데캐슬,Yaksa Lotte Castle Apt,127.7231 ,37.8721 ,2025-02-12
1670,250002028,남부사거리,Nambu Sageori,127.7246 ,37.8715 ,2025-02-12
1671,250002029,명동입구,Myeong-dong Entrance,127.7267 ,37.8797 ,2025-02-12
1672,265000735,소양7교,Soyang 7(chil)-gyo,127.7918 ,37.9274 ,2025-02-12
1673,265000781,후평현대2차,Hupyeong Hyundai 2(I)-cha Apartment,127.7518 ,37.8811 ,2025-02-12
1674,250002032,현암리,Hyeonam-ri,127.6899 ,37.8918 ,2025-02-12
1675,250002033,애니메이션박물관,Animation Museum,127.6901 ,37.8925 ,2025-02-12
1676,250002034,안보2리종점,Anbo 2(i)-ri Terminus,127.5766 ,37.8498 ,2025-02-12
1677,265000773,강원대동문앞,KangwonNU East Entrance Front,127.7488 ,37.8649 ,2025-02-12
1678,250002036,안보2리입구,Anbo 2(i)-ri Entrance,127.5676 ,37.8427 ,2025-02-12
1679,250002037,탑동마을,Topdong Village,127.5765 ,37.8380 ,2025-02-12
1680,250002038,아침못종점,Achimmot Terminus,127.7633 ,37.9501 ,2025-02-12
1681,250002039,환경사업소,Environmental Affairs Agency,127.6879 ,37.7975 ,2025-02-12
1682,250002040,혈동2리,Hyeoldong 2(i)-ri,127.6879 ,37.7970 ,2025-02-12
1683,250002041,신포중학교,Sinpo Middle School,127.6400 ,38.0261 ,2025-02-12
1684,250002042,신포리,Sinpo-ri,127.6341 ,38.0166 ,2025-02-12
1685,250002043,신포리,Sinpo-ri,127.6340 ,38.0167 ,2025-02-12
1686,250002044,신포1리,Sinpo 1(il)-ri,127.6401 ,38.0251 ,2025-02-12
1687,250002045,신촌1리,Sinchon 1(il)-ri,127.7800 ,37.8541 ,2025-02-12
1688,250002046,신촌3리,Sinchon 3(sam)-ri,127.7584 ,37.8490 ,2025-02-12
1689,250002047,신촌1리,Sinchon 1(il)-ri,127.7707 ,37.8501 ,2025-02-12
1690,250002048,신촌1리,Sinchon 1(il)-ri,127.7762 ,37.8538 ,2025-02-12
1691,250002049,신촌1리,Sinchon 1(il)-ri,127.7761 ,37.8537 ,2025-02-12
1692,250002050,신촌1리,Sinchon 1(il)-ri,127.7706 ,37.8502 ,2025-02-12
1693,250001795,창촌1리,Changchon 1(il)-ri,127.6470 ,37.7894 ,2025-02-12
1694,250001796,청구/진흥A,Chong Gu / Chinhung Apartment,127.7526 ,37.8689 ,2025-02-12
1695,250001797,청구/진흥A,Chong Gu / Chinhung Apartment,127.7528 ,37.8691 ,2025-02-12
1696,250001798,현지사,Hyeonjisa,127.6455 ,38.0448 ,2025-02-12
1697,250001799,현지사,Hyeonjisa,127.6451 ,38.0454 ,2025-02-12
1698,250001800,지촌3리,Jichon 3(sam)-ri,127.6408 ,38.0336 ,2025-02-12
1699,250001801,지촌3리,Jichon 3(sam)-ri,127.6407 ,38.0336 ,2025-02-12
1700,250001802,지촌2리,Jichon 2(i)-ri,127.6429 ,38.0505 ,2025-02-12
1701,250001803,지촌2리,Jichon 2(i)-ri,127.6427 ,38.0504 ,2025-02-12
1702,250001804,우미린후문,Woomi Lynn Apartment Rear Entrance,127.7520 ,37.8772 ,2025-02-12
1703,250001805,한국국토정보공사,Korea Land and Geospatial Informatix Corporation,127.7512 ,37.8779 ,2025-02-12
1704,250001806,지암초교,Jiam Elementary School,127.6077 ,37.9808 ,2025-02-12
1705,250001807,지암초교,Jiam Elementary School,127.6078 ,37.9807 ,2025-02-12
1706,250001808,지암산천마을,Jiam Sancheon Village,127.6090 ,37.9817 ,2025-02-12
1707,250001809,지암산천마을,Jiam Sancheon Village,127.6092 ,37.9819 ,2025-02-12
1708,250001810,지암2교,Jiam 2(i)-gyo,127.5953 ,37.9753 ,2025-02-12
1709,250001811,지암리,Jiam-ri,127.6224 ,37.9794 ,2025-02-12
1710,250001812,지암리,Jiam-ri,127.6359 ,37.9770 ,2025-02-12
1711,250001813,지암리,Jiam-ri,127.6358 ,37.9771 ,2025-02-12
1712,250001814,지암리,Jiam-ri,127.6222 ,37.9793 ,2025-02-12
1713,250001815,지내리,Jinae-ri,127.7309 ,37.9503 ,2025-02-12
1714,250001816,지내리,Jinae-ri,127.7307 ,37.9501 ,2025-02-12
1715,250001817,지내3리,Jinae 3(sam)-ri,127.7309 ,37.9482 ,2025-02-12
1716,250001818,지내3리,Jinae 3(sam)-ri,127.7307 ,37.9482 ,2025-02-12
1717,250001819,지내2리마을회관,Jinae 2(i)-ri Village Hall,127.7211 ,37.9599 ,2025-02-12
1718,265000742,고은1리5반,Goeun 1(il)-ri 5(o)-ban,127.7704 ,37.8458 ,2025-02-12
1719,250001821,지내2리,Jinae 2(i)-ri,127.7847 ,37.9171 ,2025-02-12
1720,250001822,지내2리,Jinae 2(i)-ri,127.7847 ,37.9172 ,2025-02-12
1721,250001823,지내1리종점,Jinae 1(il)-ri Terminus,127.7330 ,37.9672 ,2025-02-12
1722,265000712,지내1리마을회관,Jinae 1(il)-ri Village Hall,127.7304 ,37.9621 ,2025-02-12
1723,265000713,지내1리마을회관,Jinae 1(il)-ri Village Hall,127.7305 ,37.9618 ,2025-02-12
1724,265000748,지내보건진료소,Jinae Community Health Center,127.7303 ,37.9580 ,2025-02-12
1725,265000743,대룡119안전센터,Daeryong119 Fire House,127.7709 ,37.8457 ,2025-02-12
1726,250001828,지내1리,Jinae 1(il)-ri,127.7819 ,37.9118 ,2025-02-12
1727,250001829,증3리,Jeung 3(sam)-ri,127.7261 ,37.8280 ,2025-02-12
1728,250001830,증3리,Jeung 3(sam)-ri,127.7241 ,37.8264 ,2025-02-12
1729,250001831,증3리,Jeung 3(sam)-ri,127.7241 ,37.8261 ,2025-02-12
1730,265000740,산수2리1반,Sansu 2(i)-ri 1(il)-ban,127.6694 ,37.6978 ,2025-02-12
1731,250001833,증리고분군,Jeung-ri Ancient Tombs,127.7097 ,37.8113 ,2025-02-12
1732,250001834,증2리경로당,Jeung 2(i)-ri Senior Center,127.7099 ,37.8076 ,2025-02-12
1733,250001835,증2리4반,Jeung 2(i)-ri 4(sa)-ban,127.7119 ,37.8053 ,2025-02-12
1734,250001836,삼포1교아랫길,Sampo 1(il)-gyo araet-gil,127.7100 ,37.8026 ,2025-02-12
1735,250001837,삼포1교아랫길,Sampo 1(il)-gyo araet-gil,127.7101 ,37.8025 ,2025-02-12
1736,250001838,증2리,Jeung 2(i)-ri,127.7115 ,37.8030 ,2025-02-12
1737,250001839,증2리4반,Jeung 2(i)-ri 4(sa)-ban,127.7121 ,37.8054 ,2025-02-12
1738,250001840,증2리경로당,Jeung 2(i)-ri Senior Center,127.7100 ,37.8076 ,2025-02-12
1739,250001841,증리고분군,Jeung-ri Ancient Tombs,127.7099 ,37.8113 ,2025-02-12
1740,265000774,춘천농협엔타점,Chuncheon Nonghyup ENTA,127.7476 ,37.8634 ,2025-02-12
1741,250001843,중앙하이츠1차,Joongang Heights 1(il)-cha Apartment,127.7374 ,37.8546 ,2025-02-12
1742,265000777,롯데캐슬더퍼스트,Lotte Castle The First Apartment,127.7323 ,37.9087 ,2025-02-12
1743,265000778,롯데캐슬더퍼스트,Lotte Castle The First Apartment,127.7325 ,37.9085 ,2025-02-12
1744,250001846,중앙하이츠1차,Joongang Heights 1(il)-cha Apartment,127.7371 ,37.8547 ,2025-02-12
1745,250001847,중앙로입구,Jungang-ro Entrance,127.7242 ,37.8774 ,2025-02-12
1746,250001848,중앙시장/중앙초교,Jungang Market / Jungang Elementary School,127.7251 ,37.8783 ,2025-02-12
1747,250001849,중앙시장,Jungang Market,127.7255 ,37.8784 ,2025-02-12
1748,250001850,통일플러스센터,unipluscenter,127.6970 ,37.8719 ,2025-02-12
1749,250001851,통일플러스센터,unipluscenter,127.6973 ,37.8718 ,2025-02-12
1750,265000775,춘천여고,Chuncheon Girl's High School,127.7640 ,37.8872 ,2025-02-12
1751,250001853,일성트루엘A,Ilsung Truel Apartment,127.7482 ,37.8774 ,2025-02-12
1752,250001854,KBS방송국,Korean Broadcasting Station,127.7229 ,37.8682 ,2025-02-12
1753,250001855,KBS방송국,Korean Broadcasting Station,127.7230 ,37.8679 ,2025-02-12
1754,250001856,조양4리,Joyang 4(sa)-ri,127.7736 ,37.7597 ,2025-02-12
1755,250001857,조양4리,Joyang 4(sa)-ri,127.7838 ,37.7558 ,2025-02-12
1756,250001858,조양4리,Joyang 4(sa)-ri,127.7847 ,37.7558 ,2025-02-12
1757,250001859,신세계주유소,Sinsegye Gas Station,127.7794 ,37.7574 ,2025-02-12
1758,250001860,조양3리,Joyang 3(sam)-ri,127.8316 ,37.7439 ,2025-02-12
1759,250001861,조양1리,Joyang 1(il)-ri,127.8114 ,37.7561 ,2025-02-12
1760,250001862,조각공원,Sculpture Park,127.7139 ,37.8731 ,2025-02-12
